customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4670-XCXFQ,Male,1,No,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,63.98,316.73,0
4652-WMWVQ,Male,0,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.92,1364.75,0
6201-UPQAP,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.85,5714.73,0
3361-FHABO,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.8,1998.15,0
5260-EXTOU,Female,1,Yes,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.5,6518.85,1
6432-JECFU,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.91,5157.05,1
5991-ORNJD,Female,0,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.15,771.16,1
7109-KTGOW,Male,0,No,No,8,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,60.72,503.16,1
9509-IOZLR,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,138.69,1
4737-FRYRV,Female,0,No,Yes,30,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,87.07,2586.92,1
7373-XFOSE,Female,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,243.34,0
7759-DQUJL,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.87,1275.99,0
7802-EGLWB,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,569.64,1
6591-TQMEE,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,105.89,1
2171-TZLLG,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.47,7158.95,1
7381-FJSPB,Female,1,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.72,142.02,0
2422-DIZEA,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.68,5438.22,1
9494-KSYWC,Male,1,No,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,94.75,6546.78,1
9409-ADIPG,Male,1,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,411.54,0
7443-EMKNV,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,5014.37,1
9234-QWLUW,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.5,2980.05,0
1874-UUSEX,Female,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,263.84,0
3297-HBQBW,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.98,194.12,1
3643-CXTZZ,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),89.96,1634.51,1
7357-XROEV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.12,86.12,1
2719-QNANI,Female,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.51,1372.23,0
6347-EDACT,Female,1,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.63,18.63,0
6932-KPKUJ,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,98.09,4037.19,1
1840-LEJXM,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,90.66,1710.9,0
9941-SGPFJ,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.76,954.25,0
1581-JZKVJ,Male,1,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,98.55,4619.1,1
1204-YNOGM,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),90.03,530.81,1
2641-KGKNQ,Male,1,No,Yes,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),55.34,506.18,1
3014-PAIIJ,Male,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.53,171.29,1
4253-SOPKX,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,76.5,433.42,1
7053-YQSMF,Female,0,Yes,No,9,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.03,673.14,1
1905-OPDHY,Male,0,No,Yes,26,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.82,1519.57,1
1631-GQPBQ,Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),102.0,4971.48,0
7954-YDZNH,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,94.4,3865.58,1
9786-EEEEC,Male,0,No,Yes,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),52.59,146.19,1
2974-FAHMT,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.69,1059.48,0
1162-FRRPH,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.64,258.44,1
5998-QHOZJ,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),57.97,525.19,0
7689-AIQTY,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,77.04,530.08,1
9498-AINXE,Female,0,Yes,No,11,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,70.82,767.01,1
7239-FEDPP,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.84,535.93,1
5713-JNMDN,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,70.82,3830.94,0
1875-ZXXIC,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,107.49,1072.65,1
2431-JOXSB,Male,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),75.09,3833.2,0
5643-BIDEB,Female,0,No,Yes,62,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.2,4046.98,1
6080-YGSFW,Male,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.75,2385.48,0
6783-PNLFZ,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.14,1354.3,0
9211-ZVMOX,Male,1,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,1146.05,0
8698-NHUTK,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.36,353.21,0
7458-UILZF,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.1,723.42,1
7234-SCAOO,Female,0,No,No,54,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,70.63,3809.36,0
9488-EVXKY,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,97.08,3490.64,0
3856-WAWJY,Male,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.29,4571.71,1
2861-TKGYQ,Female,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,107.94,3871.45,1
3659-LZYDL,Female,1,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.46,1762.22,0
4384-XCRLX,Female,1,No,No,54,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,65.82,3563.35,0
9603-XSMPH,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.05,1398.8,1
9794-FJYJF,Female,0,No,No,31,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.99,1800.19,1
7494-HRQZJ,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),61.79,551.45,0
9597-BLTJI,Male,0,No,Yes,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.63,7584.37,1
5733-PGIYY,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,88.89,2413.19,0
4331-XFJGR,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.68,1334.35,0
8995-KAUXS,Male,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.61,102.61,1
8361-WEZXF,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.95,1033.14,1
7832-VGWDZ,Male,1,No,Yes,50,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),87.24,4362.29,1
3096-PJZOM,Male,1,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,1188.02,0
3003-HVMXG,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.47,109.39,1
8874-QDGPY,Male,0,No,No,41,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,91.97,3771.67,1
7663-BUYYV,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.44,99.24,1
6017-WYNNZ,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.47,704.59,1
1546-HZFVG,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.14,931.81,1
2449-GBYDM,Male,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.78,4594.15,0
7796-JIOLJ,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.14,3873.35,1
3610-SUEGT,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.32,844.38,1
2900-KPMDP,Male,0,No,No,34,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.78,2852.94,0
8702-MAVDO,Female,1,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),75.71,226.05,1
3757-ZZUYP,Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.38,3852.68,1
2885-DQKYE,Female,0,No,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.14,5178.41,1
9962-ZMLWC,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),113.75,440.7,1
6738-DJIJM,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,88.4,5939.09,0
8415-ALKUH,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,46.31,1552.36,0
6890-ZWNNT,Female,0,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,87.96,4228.11,1
3097-WQVYS,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.19,4110.31,1
9760-TXUUQ,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.27,218.45,1
6692-FNRQF,Female,0,Yes,Yes,8,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,86.66,708.4,1
1499-EMPUI,Male,0,No,Yes,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.18,3487.48,1
6624-LJZMS,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),58.27,58.27,1
1836-PQPNP,Female,0,Yes,No,50,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.01,3444.4,1
4471-XOLEK,Male,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.51,1399.81,0
5697-EXXKB,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.15,5519.33,1
8781-SZZQS,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.89,4324.52,1
3171-LTWYE,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.99,6390.27,1
9297-LPABJ,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,89.74,1080.0,0
6678-BYJWR,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.84,738.34,0
9251-AELQY,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.45,562.5,1
1398-SRMVC,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.75,920.58,1
3010-UJNHJ,Female,0,No,No,34,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.84,1736.92,1
6166-BMEKX,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,1300.29,1
6871-AZJMD,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),97.04,1941.82,1
9809-UJLNC,Female,0,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),107.06,7501.23,0
2283-BSKUG,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.41,6112.69,1
7908-RNGVG,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.36,572.31,1
8157-WIWLF,Female,0,No,No,60,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,82.91,4987.71,0
5256-ZXGVD,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),69.37,524.47,1
2836-PGHHT,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,115.14,228.38,1
9107-ZYCIS,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,73.39,507.47,1
2019-MGTUO,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.27,462.42,1
8084-SBLHW,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.63,6326.73,1
2326-WHMAX,Male,0,Yes,Yes,8,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),85.78,706.55,1
7076-JUXIB,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.19,207.14,1
1475-SVYNJ,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.34,517.23,1
3810-JHNMF,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.24,5553.64,1
9534-UMCTM,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,76.94,371.11,1
2651-WWSPD,Female,0,No,No,38,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.04,2286.91,1
9644-COORV,Male,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),96.62,6652.99,0
2169-GTEHY,Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.79,641.67,1
3528-WJAKC,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.75,992.65,1
2206-UCOQR,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.55,567.97,1
7370-HWMJC,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,52.27,52.27,1
6469-TNMCM,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.45,1259.95,0
9441-TXYWI,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,135.64,0
8528-YPWWH,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.7,1923.44,0
7187-LZLSX,Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),115.26,2072.56,1
1867-QOVRG,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.03,20.03,1
3974-MSPKZ,Male,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,85.72,2827.97,1
6236-EZBAP,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.8,2094.02,1
6093-EYYGI,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,99.82,4210.29,1
6433-DSTOG,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),97.71,109.18,1
1541-XREUY,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,111.79,6819.98,1
6195-MCFZL,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.32,274.98,1
2132-URRDT,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),68.21,344.92,1
9852-WNNAK,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.9,614.97,0
8713-VIREJ,Male,0,No,Yes,67,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,64.88,4348.4,1
9393-OJPDD,Male,0,No,No,37,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,68.97,2527.74,0
4390-HFWKY,Female,1,Yes,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.82,142.47,1
8046-MSKBC,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.78,930.73,1
3962-OXMYJ,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,118.75,1070.83,1
5155-EXKWN,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,103.69,7149.99,1
4259-YTOMZ,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.28,49.76,1
7034-CIHOW,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.75,245.53,1
7362-ABIUQ,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,41.52,418.25,0
9940-IAHEK,Female,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.76,7933.54,1
3583-FQRWR,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,81.68,995.91,1
3813-EYESM,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,37.0,0
8588-VGZNZ,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,92.93,2211.63,1
3947-HCDJD,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),87.24,1285.83,1
6174-RWLTT,Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),55.1,3738.59,1
7794-OMLHV,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.26,539.67,0
4586-VITIQ,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,81.59,5789.8,1
9294-YAWFG,Female,0,No,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.59,7003.23,1
7417-IJDPL,Female,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.21,4876.52,1
3563-ICZIQ,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.16,1540.37,1
3630-NEZUA,Female,0,No,No,65,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.94,4362.82,0
9336-ACIWF,Female,0,No,No,26,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.81,1606.76,1
7250-IDTSE,Female,1,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.71,5163.6,1
6036-ENJWP,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),74.25,3396.73,0
2080-WFTWN,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,64.59,4166.23,0
5283-RIGRJ,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.92,195.52,1
7424-BMFWI,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),108.38,873.78,1
3085-THJPO,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,106.51,533.68,0
3452-MRFTX,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.57,5153.08,1
5966-IRGWX,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.65,908.49,1
3023-EKMCA,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.37,280.42,0
7480-DSRFW,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),81.7,5876.13,0
8964-JGLHM,Female,1,No,No,11,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,101.51,1086.63,1
8895-RNKJF,Male,1,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),105.1,7424.2,0
1226-MVJLA,Male,0,No,Yes,23,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,67.91,1578.11,1
2013-RMYXD,Female,1,No,No,4,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,47.56,172.21,1
